studyID	type	iri	targeted?
MTBLS260	fourier transform ion cyclotron resonance mass spectrometer	http://purl.obolibrary.org/obo/MS_1000079	target
MTBLS260	untargeted metabolites		untargeted
MTBLS261	Hepatic steatosis	http://purl.obolibrary.org/obo/HP_0001397	target
MTBLS261	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS261	targeted metabolites		un-mapped
MTBLS261	Functional genomics	http://edamontology.org/topic_0085	target
MTBLS261	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	target
MTBLS263	Variation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25713	target
MTBLS263	blood metabolome		un-mapped
MTBLS263	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS263	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS263	untargeted metabolites		untargeted
MTBLS264	blood metabolome		un-mapped
MTBLS264	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS264	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS264	Variation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25713	target
MTBLS264	untargeted metabolites		untargeted
MTBLS265	blood metabolome		un-mapped
MTBLS265	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS265	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS265	untargeted metabolites		untargeted
MTBLS266	blood metabolome		un-mapped
MTBLS266	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS266	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS266	untargeted metabolites		untargeted
MTBLS267	blood metabolome		un-mapped
MTBLS267	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS267	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS267	untargeted metabolites		untargeted
MTBLS269	blood metabolome		un-mapped
MTBLS269	fasting	http://www.ebi.ac.uk/efo/EFO_0002756	target
MTBLS269	untargeted metabolites		untargeted
MTBLS269	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS269	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS270	Horticulture	http://sweet.jpl.nasa.gov/2.3/humanAgriculture.owl#Horticulture	target
MTBLS270	sesquiterpene	http://purl.obolibrary.org/obo/CHEBI_35189	target
MTBLS270	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS270	untargeted metabolites		untargeted
MTBLS272	untargeted metabolites		untargeted
MTBLS272	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS272	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS272	camalexin	http://purl.obolibrary.org/obo/CHEBI_22990	target
MTBLS272	glucosinolate	http://purl.obolibrary.org/obo/CHEBI_24279	target
MTBLS272	lipopolysaccharide	http://purl.obolibrary.org/obo/CHEBI_16412	target
MTBLS272	Multivariate data analysis	http://journals.plos.org/plosone/browse/#6477	target
MTBLS272	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS273	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484	target
MTBLS273	untargeted metabolites		untargeted
MTBLS273	breast cancer	http://purl.obolibrary.org/obo/DOID_1612	target
MTBLS274	untargeted metabolites		untargeted
MTBLS274	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS274	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS274	Botanical Therapy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15250	target
MTBLS274	cancer	http://www.ebi.ac.uk/efo/EFO_0000311	target
MTBLS274	Australian aborigine	http://purl.bioontology.org/ontology/SNOMEDCT/413600007	target
MTBLS275	untargeted metabolites		untargeted
MTBLS275	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS275	3,5,6-trichloropyridine-2-one	http://purl.obolibrary.org/obo/CHEBI_83490	target
MTBLS275	organophosphorus insecticide	http://purl.obolibrary.org/obo/CHEBI_25711	target
MTBLS275	Subchronic effects		un-mapped
MTBLS276	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS276	DNA Analysis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17632	target
MTBLS276	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS276	targeted metabolites		un-mapped
MTBLS277	nanomaterial	http://purl.bioontology.org/ontology/npo#NPO_199	target
MTBLS277	toxicity profiling		un-mapped
MTBLS277	A-549 cell	http://purl.obolibrary.org/obo/BTO_0000018	target
MTBLS277	THP-1 cell	http://purl.obolibrary.org/obo/BTO_0001370	target
MTBLS277	lung	http://purl.obolibrary.org/obo/BTO_0000763	target
MTBLS277	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS277	untargeted metabolites		untargeted
MTBLS278	PPARs		un-mapped
MTBLS278	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS278	untargeted metabolites		untargeted
MTBLS278	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS278	icosanoid	http://purl.obolibrary.org/obo/CHEBI_23899	target
MTBLS279	targeted metabolites		un-mapped
MTBLS279	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS279	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS279	chronic hepatitis B infection	http://www.ebi.ac.uk/efo/EFO_0004239	target
MTBLS280	targeted metabolites		un-mapped
MTBLS280	amine	http://purl.obolibrary.org/obo/CHEBI_32952	target
MTBLS280	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS280	chronic hepatitis B infection	http://www.ebi.ac.uk/efo/EFO_0004239	target
MTBLS280	O-acylcarnitine	http://purl.obolibrary.org/obo/CHEBI_17387	target
MTBLS281	marine sponge reef	http://purl.obolibrary.org/obo/ENVO_01000161	target
MTBLS281	dissolved organic matter		un-mapped
MTBLS281	coral reef	http://purl.obolibrary.org/obo/ENVO_00000150	target
MTBLS281	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS281	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502	target
MTBLS281	untargeted metabolites		untargeted
MTBLS281	targeted metabolites		un-mapped
MTBLS282	liver cancer	http://purl.obolibrary.org/obo/DOID_3571	target
MTBLS282	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484	target
MTBLS282	untargeted metabolites		untargeted
MTBLS283	untargeted metabolites		untargeted
MTBLS283	STATegra		un-mapped
MTBLS283	DNA-Binding Protein Ikaros	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68732	target
MTBLS283	time-course differentiation		un-mapped
MTBLS283	pre-B cell line B3		un-mapped
MTBLS283	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS283	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS283	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS286	untargeted metabolites		untargeted
MTBLS286	seed development	http://purl.obolibrary.org/obo/GO_0048316	target
MTBLS286	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS287	untargeted metabolites		untargeted
MTBLS287	seed development	http://purl.obolibrary.org/obo/GO_0048316	target
MTBLS287	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS288	untargeted metabolites		untargeted
MTBLS288	seed development	http://purl.obolibrary.org/obo/GO_0048316	target
MTBLS288	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS289	colorectal adenocarcinoma	http://purl.obolibrary.org/obo/DOID_0050861	target
MTBLS289	untargeted metabolites		untargeted
MTBLS289	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484	target
MTBLS290	Parallel factor analysis		un-mapped
MTBLS290	Compositional data		un-mapped
MTBLS290	targeted metabolites		un-mapped
MTBLS290	creatinine	http://purl.obolibrary.org/obo/CHEBI_16737	target
MTBLS290	Area Under Curve	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64774	target
MTBLS290	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS290	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS291	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS291	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS291	Lipid identification benchmark		un-mapped
MTBLS291	Benchmark	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47895	target
MTBLS291	untargeted metabolites		untargeted
MTBLS292	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354	target
MTBLS292	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS292	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	target
MTBLS292	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS292	targeted metabolites		un-mapped
MTBLS293	Carbon	http://purl.bioontology.org/ontology/MESH/D002244	target
MTBLS293	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502	target
MTBLS293	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS293	untargeted metabolites		untargeted
MTBLS293	targeted metabolites		un-mapped
MTBLS295	Phytoplankton	http://www.owl-ontologies.com/unnamed.owl#Phytoplankton	target
MTBLS295	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502	target
MTBLS295	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS295	untargeted metabolites		untargeted
MTBLS295	targeted metabolites		un-mapped
MTBLS296	yeast product	http://purl.obolibrary.org/obo/ENVO_0010056	target
MTBLS296	Yeast extract	http://purl.jp/bio/10/gmo/GMO_001003	target
MTBLS296	Quality Control	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15311	target
MTBLS296	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS296	untargeted metabolites		untargeted
MTBLS297	Plant Metabolomics		un-mapped
MTBLS297	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS297	untargeted metabolites		untargeted
MTBLS297	targeted metabolites		un-mapped
MTBLS298	non-alcoholic fatty liver disease	http://www.ebi.ac.uk/efo/EFO_0003095	target
MTBLS298	Catheterization	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38045	target
MTBLS298	two-dimensional chromatography	http://purl.obolibrary.org/obo/CHMO_0001018	target
MTBLS298	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS298	untargeted metabolites		untargeted
MTBLS303	targeted metabolites		un-mapped
MTBLS303	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS303	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS303	untargeted metabolites		untargeted
MTBLS303	PPARs		un-mapped
MTBLS303	O-acylcarnitine	http://purl.obolibrary.org/obo/CHEBI_17387	target
MTBLS304	Tuberculosis	http://www.orpha.net/ORDO/Orphanet_3389	target
MTBLS304	dormancy process	http://purl.obolibrary.org/obo/GO_0022611	target
MTBLS304	Hypoxia	http://www.co-ode.org/ontologies/galen#Hypoxia	target
MTBLS304	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS304	untargeted metabolites		untargeted
MTBLS306	untargeted metabolites		untargeted
MTBLS306	exercise	http://www.ebi.ac.uk/efo/EFO_0000483	target
MTBLS306	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS306	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS306	maximal oxygen consumption	http://purl.obolibrary.org/obo/CMO_0000135	target
MTBLS306	purines	http://purl.obolibrary.org/obo/CHEBI_26401	target
MTBLS306	O-acylcarnitine	http://purl.obolibrary.org/obo/CHEBI_17387	target
MTBLS307	drug	http://purl.obolibrary.org/obo/CHEBI_23888	target
MTBLS307	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS307	metabolic process	http://purl.obolibrary.org/obo/GO_0008152	target
MTBLS307	spectral similarity		un-mapped
MTBLS307	biomolecular annotation design	http://www.ebi.ac.uk/efo/EFO_0004665	target
MTBLS307	untargeted metabolites		untargeted
MTBLS307	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	target
MTBLS309	targeted metabolites		un-mapped
MTBLS309	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS309	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS309	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS309	hydrogencarbonate	http://purl.obolibrary.org/obo/CHEBI_17544	target
MTBLS309	guard cell	http://purl.obolibrary.org/obo/CL_0000292	target
MTBLS309	mesophyll cell	http://www.ebi.ac.uk/efo/EFO_0002439	target
MTBLS311	targeted metabolites		un-mapped
MTBLS311	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS311	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS311	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS311	hydrogencarbonate	http://purl.obolibrary.org/obo/CHEBI_17544	target
MTBLS312	targeted metabolites		un-mapped
MTBLS312	untargeted metabolites		untargeted
MTBLS312	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS312	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS312	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS312	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS312	guard cell	http://purl.obolibrary.org/obo/CL_0000292	target
MTBLS312	carbon dioxide	http://purl.obolibrary.org/obo/CHEBI_16526	target
MTBLS312	reactive oxygen species	http://purl.obolibrary.org/obo/CHEBI_26523	target
MTBLS312	jasmonate signalling		un-mapped
MTBLS312	stomatal movement	http://purl.obolibrary.org/obo/GO_0010118	target
MTBLS313	Spatial metabolomics		un-mapped
MTBLS313	Metabolite-Signal Match (MSM) score		un-mapped
MTBLS313	False Discovery Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64214	target
MTBLS313	matrix-assisted laser desorption-ionisation imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000054	target
MTBLS313	untargeted metabolites		untargeted
MTBLS315	fever	http://purl.obolibrary.org/obo/HP_0001945	target
MTBLS315	sepsis	http://www.ebi.ac.uk/efo/EFO_0001420	target
MTBLS315	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS315	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220	target
MTBLS315	malaria	http://www.ebi.ac.uk/efo/EFO_0001068	target
MTBLS315	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS315	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS315	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS315	non-malarial febrile illness		un-mapped
MTBLS315	untargeted metabolites		untargeted
MTBLS316	untargeted metabolites		untargeted
MTBLS316	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS316	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS316	CDP-choline	http://purl.obolibrary.org/obo/CHEBI_16436	target
MTBLS316	ergothioneine	http://purl.obolibrary.org/obo/CHEBI_4828	target
MTBLS316	longevity	http://www.ebi.ac.uk/efo/EFO_0004300	target
MTBLS316	trehalose	http://purl.obolibrary.org/obo/CHEBI_27082	target
MTBLS317	Simulation experiment		un-mapped
MTBLS317	Spatial metabolomics		un-mapped
MTBLS317	Metabolite-Signal Match (MSM) score		un-mapped
MTBLS317	False Discovery Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64214	target
MTBLS317	matrix-assisted laser desorption-ionisation imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000054	target
MTBLS317	targeted metabolites		un-mapped
MTBLS319	Bacteria	http://purl.bioontology.org/ontology/NCBITAXON/629395	target
MTBLS319	toluene	http://purl.obolibrary.org/obo/CHEBI_17578	target
MTBLS319	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS319	untargeted metabolites		untargeted
MTBLS320	Bacteria	http://purl.bioontology.org/ontology/NCBITAXON/2	target
MTBLS320	propranolol	http://purl.obolibrary.org/obo/CHEBI_8499	target
MTBLS320	ornithine	http://purl.obolibrary.org/obo/CHEBI_18257	target
MTBLS320	efflux pump complex	http://purl.obolibrary.org/obo/GO_1990281	target
MTBLS320	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS320	untargeted metabolites		untargeted
MTBLS321	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS321	untargeted metabolites		untargeted
MTBLS321	eRah		un-mapped
MTBLS322	untargeted metabolites		untargeted
MTBLS322	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS322	rotator cuff tear	http://www.ebi.ac.uk/efo/EFO_1001250	target
MTBLS322	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS322	fat cell	http://purl.obolibrary.org/obo/CL_0000136	target
MTBLS322	Gene Expression	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16608	target
MTBLS322	Tenotomy	http://purl.bioontology.org/ontology/MESH/D058971	target
MTBLS322	Anabolic steroids	http://purl.bioontology.org/ontology/CPT/1022248	target
MTBLS322	Androgen Receptor	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17063	target
MTBLS323	Direct Infusion Mass Spectrometry		un-mapped
MTBLS323	untargeted metabolites		untargeted
