studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS131	Development stage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399	A developmental stage is spatiotemporal region encompassing some part of the life cycle of an organism, e.g. blastula stage
MTBLS132	Development stage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399	A developmental stage is spatiotemporal region encompassing some part of the life cycle of an organism, e.g. blastula stage
MTBLS135	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS135	Age	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Age	http://purl.obolibrary.org/obo/NCIT_C25150	How long something has existed; elapsed time since birth.
		age	http://purl.obolibrary.org/obo/PATO_0000011	A time quality inhering in a bearer by virtue of how long the bearer has existed.
		age	http://purl.obolibrary.org/obo/FBdv_00007013	Temporal subdivision of life based on time elapsed since some key developmental transition, such as fertilization, hatching or eclosion.
		age	http://www.ebi.ac.uk/efo/EFO_0000246	A temporal measurement of the time period elapsed since an identifiable point in the life cycle of an organism. If a developmental stage is specified, the identifiable point would be the beginning of that stage. Otherwise the identifiable point must be specified such as planting (e.g. 3 days post planting).
		age	http://purl.org/obo/owl/PATO#PATO_0000011	A time quality inhering in a bearer by virtue of how long the bearer has existed.
		age	http://semanticscience.org/resource/SIO_001013	age is the length of time that a person has lived or a thing has existed.
		Age	http://scdontology.h3abionet.org/ontology/SCDO_0000030	How long something has existed; elapsed time since birth.
		Age	http://purl.obolibrary.org/obo/GAZ_00416544	A river. Discharges to the Gulf of Riga.
		age	http://opendata.inra.fr/ATOL/ATOL_0000088	
		N-acylglucosamine 2-epimerase	http://purl.obolibrary.org/obo/PR_000013884	A protein that is a translation product of the human RENBP gene or a 1:1 ortholog thereof.
MTBLS136	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS136	Secondary identifier	Identifier	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364	
		Secondary Identifier	http://purl.obolibrary.org/obo/NCIT_C101703	
MTBLS137	Variety	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	
		Variety	http://purl.obolibrary.org/obo/NCIT_C62709	In botanical nomenclature, a rank below subspecies but above forma.
		varietas	http://purl.obolibrary.org/obo/TAXRANK_0000016	
		Assortment	http://purl.obolibrary.org/obo/NCIT_C69085	A collection of things containing a variety of sorts or kinds, a variety.
MTBLS137	Country	Country	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25464	
		Country	http://purl.obolibrary.org/obo/NCIT_C25464	A collective generic term that refers here to a wide variety of dependencies, areas of special sovereignty, uninhabited islands, and other entities in addition to the traditional countries or independent states.
		country	http://purl.obolibrary.org/obo/ancestro_0003	
		country	http://semanticscience.org/resource/SIO_000664	A country is a region legally identified as a distinct entity in political geography. 
		country	http://purl.obolibrary.org/obo/HANCESTRO_0003	A collective generic term that refers here to a wide variety of dependencies, areas of special sovereignty, uninhabited islands, and other entities in addition to the traditional countries or independent states.
		country	http://purl.obolibrary.org/obo/VO_0010632	
		country	http://purl.obolibrary.org/obo/hancestro_0003	
		CDISC SEND Country Terminology	http://purl.obolibrary.org/obo/NCIT_C66786	Terminology codelist used with Country within the Clinical Data Interchange Standards Consortium Standard for the Exchange of Non-clinical Data.
		Country Code	http://purl.obolibrary.org/obo/NCIT_C20108	An alphanumeric system designed to identify countries. The ISO 3166 standard includes a two letter representation, a three letter representation, and a 3 number representation. The last two are identical to the UN system. The US State Department system maintains a separate two letter representation code set.
MTBLS140	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Timepoint	http://purl.obolibrary.org/obo/NCIT_C68568	A specific point in the time continuum, including those established relative to an event.
MTBLS140	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS144	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS146	Batch number	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch Number	http://purl.obolibrary.org/obo/NCIT_C104504	A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product that is produced in a manner that is expected to render it homogeneous.
		Batch Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104504	A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product that is produced in a manner that is expected to render it homogeneous.
		batch identifier	http://purl.obolibrary.org/obo/sep_00015	A batch identifier is a product attribute which is a token which identifies the batch or lot number of a product.
MTBLS146	Weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	
		Weight	http://purl.obolibrary.org/obo/NCIT_C25208	The vertical force exerted by a mass as a result of gravity.
		body weight	http://www.ebi.ac.uk/efo/EFO_0004338	The mass or quantity of heaviness of an individual. It is expressed by units of pounds or kilograms.
		weight	http://purl.org/obo/owl/PATO#PATO_0000128	A physical quality inhering in a bearer that has mass near a gravitational body.
		weight	http://purl.obolibrary.org/obo/PATO_0000128	
		Importance Weight	http://purl.obolibrary.org/obo/NCIT_C48192	The relative importance granted to something.
MTBLS146	Height	body height	http://www.ebi.ac.uk/efo/EFO_0004339	
		Height	http://purl.obolibrary.org/obo/NCIT_C25347	The vertical measurement or distance from the base to the top of an object; the vertical dimension of extension.
		body height	http://www.ebi.ac.uk/efo/EFO_0004339	The distance from the sole to the crown of the head with body standing on a flat surface and fully extended.
		height	http://purl.obolibrary.org/obo/PATO_0000119	
		height	http://semanticscience.org/resource/SIO_000040	height is the one dimensional extent along the vertical projection of a 3D object from a base plane of reference.
MTBLS148	Experiment	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Experiment	http://purl.obolibrary.org/obo/NCIT_C42790	A coordinated set of actions and observations designed to generate data, with the ultimate goal of discovery or hypothesis testing.
		experiment	http://semanticscience.org/resource/SIO_000994	An experiment is an investigation that has the goal of verifying, falsifying, or establishing the validity of a hypothesis. 
		experiment	http://purl.obolibrary.org/obo/AGRO_00000369	A planned process in which a procedure is carried out to support, refute, or validate a hypothesis.
		experimental process	http://www.ebi.ac.uk/efo/EFO_0002694	A process performed as part of an experiment or wider study, i.e. intentionally designed.
		Experiment Object	http://purl.obolibrary.org/obo/NCIT_C44173	The Experiment is the collection of all the BioAssays that are related by the ExperimentDesign. (caMAGE)
MTBLS148	Preservative	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		preservative	http://purl.obolibrary.org/obo/FOODON_03400317	Substance added to a product to prevent growth of contaminating microorganisms and subsequent spoilage of the product.
		Preservative Excipient	http://purl.obolibrary.org/obo/NCIT_C42659	Chemicals that are added to drug products to prolong shelf life and maintain sterility. Protection of formulations, especially aqueous solutions, against microbial growth requires use of either antibacterial or antifungal preservatives. Generally, such agents are active against either bacteria or fungi but a few are active against both. The antimicrobials include but not limited to chlorobutanol, benzyl alcohol, sodium benzoate, sorbic acid, and phenol. The antioxidizing agents include butylated hydroxytolune, hydroxyanisole, propyl gallate, and sulfites. The necessary addition of preservatives for both safety and economy sometimes has been associated with significant adverse effects in certain patient populations.
