studyID	type	iri
MTBLS518	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS518	untargeted metabolites	
MTBLS519	untargeted metabolites	
MTBLS519	Crassulacean-Acid-Metabolism	http://www.projecthalo.com/aura#Crassulacean-Acid-Metabolism
MTBLS519	Convergent evolution	http://localhost/plosthes.2017-1#3395
MTBLS519	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS519	Photosynthesis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16986
MTBLS520	Ecological characteristics	
MTBLS520	Metabolite features	
MTBLS520	Secondary metabolites	
MTBLS520	ultra-performance liquid chromatography-mass spectrometry	
MTBLS520	untargeted metabolites	
MTBLS522	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS522	untargeted metabolites	
MTBLS522	Centella asiatica extract	http://purl.bioontology.org/ontology/MESH/C526146
MTBLS522	liver metabolome	
MTBLS523	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS523	untargeted metabolites	
MTBLS523	Helminth infections	http://localhost/plosthes.2017-1#1857
MTBLS523	Larvae	http://localhost/plosthes.2017-1#10287
MTBLS523	Pla2g1b (mouse)	http://purl.obolibrary.org/obo/MGI_101842
MTBLS523	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS524	untargeted metabolites	
MTBLS524	periodontitis	http://www.ebi.ac.uk/efo/EFO_0000649
MTBLS524	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS524	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS525	untargeted metabolites	
MTBLS525	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS526	untargeted metabolites	
MTBLS526	Coronatine	http://purl.obolibrary.org/obo/CHEBI_80730
MTBLS526	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS527	untargeted metabolites	
MTBLS527	dermatoheliosis	http://purl.obolibrary.org/obo/DERMO_0002865
MTBLS527	Ultraviolet B Radiation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27987
MTBLS527	Green Tea	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67048
MTBLS527	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735
MTBLS527	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS528	untargeted metabolites	
MTBLS528	Secondary Metabolism	http://purl.bioontology.org/ontology/MESH/D064210
MTBLS528	plant	http://www.bioassayontology.org/bao#BAO_0000605
MTBLS528	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS530	APOE	http://scai.fraunhofer.de/AlzheimerOntology#APOE
MTBLS530	Late Onset Alzheimer's Disease	http://scai.fraunhofer.de/AlzheimerOntology#Late_Onset_Alzheimer_s_Disease
MTBLS530	untargeted metabolites	
MTBLS531	ethylene group	http://purl.obolibrary.org/obo/CHEBI_29362
MTBLS531	(+)-abscisic acid	http://purl.obolibrary.org/obo/CHEBI_2365
MTBLS531	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS531	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS531	isoflavonoid	http://purl.obolibrary.org/obo/CHEBI_50753
MTBLS531	flavonoid	http://purl.obolibrary.org/obo/CHEBI_47916
MTBLS531	targeted metabolites	
MTBLS532	Ecotoxicology	http://purl.bioontology.org/ontology/MESH/D054750
MTBLS532	untargeted metabolights	
MTBLS532	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS532	triclosan	http://purl.obolibrary.org/obo/CHEBI_164200
MTBLS532	methyl triclosan	http://purl.bioontology.org/ontology/MESH/C502486
MTBLS535	Bacteria	http://purl.obolibrary.org/obo/NCBITaxon_2
MTBLS535	untargeted metabolites	
MTBLS535	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS535	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS535	targeted metabolites 	
MTBLS536	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS536	Anti-malarial treatment	
MTBLS536	Artemether	
MTBLS536	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS536	untargeted metabolites	
MTBLS538	isotopic tracer	http://purl.obolibrary.org/obo/CHEBI_35206
MTBLS538	coral bleaching process	http://purl.obolibrary.org/obo/ENVO_01000852
MTBLS538	Thermal stresses	http://localhost/plosthes.2017-1#9975
MTBLS538	Cnidaria	http://purl.bioontology.org/ontology/MESH/D003063
MTBLS538	Symbiosis	http://purl.bioontology.org/ontology/MESH/D013559
MTBLS538	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS538	photoinhibition	http://purl.obolibrary.org/obo/GO_0010205
MTBLS538	untargeted metabolites	
MTBLS539	atherosclerosis	http://www.ebi.ac.uk/efo/EFO_0003914
MTBLS539	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193
MTBLS539	untargeted metabolites	
MTBLS539	Myocardial metabolism	http://purl.bioontology.org/ontology/SNOMEDCT/251058001
MTBLS539	Sulfur amino acid metabolism	http://purl.obolibrary.org/obo/HINO_0016311
MTBLS539	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS539	magic angle spinning nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000615
MTBLS539	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS539	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS539	targeted metabolites	
MTBLS540	untargeted metabolites	
MTBLS540	FGENTCARD	
MTBLS540	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS541	Hypoxia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3890
MTBLS541	cellular response to hypoxia	http://purl.obolibrary.org/obo/GO_0071456
MTBLS541	Tumor Mass	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98275
MTBLS541	cell culture	http://purl.obolibrary.org/obo/BTO_0000214
MTBLS541	untargeted metabolites	
MTBLS541	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS542	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS542	Anti-malarial treatment	
MTBLS542	Artemether	
MTBLS542	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS542	untargeted metabolites	
MTBLS543	sepsis	http://purl.obolibrary.org/obo/HP_0100806
MTBLS543	Osteochondrosis	http://www.ebi.ac.uk/efo/EFO_0008575
MTBLS543	osteoarthritis	http://www.ebi.ac.uk/efo/EFO_0002506
MTBLS543	Synovial Fluid	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C33718
MTBLS543	untargeted metabolites	
MTBLS543	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS545	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757
MTBLS545	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874
MTBLS545	obesity	http://www.ebi.ac.uk/efo/EFO_0001073
MTBLS545	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735
MTBLS545	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS545	untargeted metabolites	
MTBLS546	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757
MTBLS546	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874
MTBLS546	obesity	http://www.ebi.ac.uk/efo/EFO_0001073
MTBLS546	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735
MTBLS546	targeted metabolites	
MTBLS546	short-chain fatty acid	http://purl.obolibrary.org/obo/CHEBI_26666
MTBLS547	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757
MTBLS547	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874
MTBLS547	obesity	http://www.ebi.ac.uk/efo/EFO_0001073
MTBLS547	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS547	targeted metabolites	
MTBLS547	bile acid	http://purl.obolibrary.org/obo/CHEBI_3098
MTBLS548	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757
MTBLS548	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874
MTBLS548	obesity	http://www.ebi.ac.uk/efo/EFO_0001073
MTBLS548	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS548	targeted metabolites	
MTBLS548	fatty acid	http://purl.obolibrary.org/obo/CHEBI_35366
MTBLS549	fasting	http://www.ebi.ac.uk/efo/EFO_0002756
MTBLS549	untargeted metabolites	
MTBLS549	human blood	
MTBLS549	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS549	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS552	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186
MTBLS552	untargeted metabolites	
MTBLS552	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS552	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS552	targeted metabolites	
MTBLS553	untargeted metabolites	
MTBLS553	targeted metabolites	
MTBLS553	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS553	bialaphos resistance gene	
MTBLS553	phosphinothricin acetyltransferase gene	
MTBLS553	Herbicide Resistance	http://purl.bioontology.org/ontology/MESH/D053209
MTBLS553	Genetically modified crops	http://localhost/plosthes.2017-1#10846
MTBLS554	targeted metabolites	
MTBLS554	thiouracil	http://purl.obolibrary.org/obo/CHEBI_348530
MTBLS554	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS554	Cattle	http://purl.bioontology.org/ontology/MESH/D002417
MTBLS554	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS555	rhizospheric	
MTBLS555	Exometabolomic profiling	
MTBLS555	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS555	untargeted metabolites	
MTBLS558	multiple sclerosis	http://www.ebi.ac.uk/efo/EFO_0003885
MTBLS558	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS558	untargeted metabolites	
MTBLS559	plant priming	
MTBLS559	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS559	untargeted metabolites	
MTBLS559	augmented defence	
MTBLS559	azelaic acid	http://purl.obolibrary.org/obo/CHEBI_48131
MTBLS559	hexanoic acid	http://purl.obolibrary.org/obo/CHEBI_30776
MTBLS559	hydroxycinnamic acid	http://purl.obolibrary.org/obo/CHEBI_24689
MTBLS559	Transcriptomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153189
MTBLS559	Tobacco	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C891
MTBLS560	digestive system	http://purl.obolibrary.org/obo/UBERON_0001007
MTBLS560	Digestive efficiency	
MTBLS560	ileum	http://purl.obolibrary.org/obo/UBERON_0002116
MTBLS560	caecum	http://purl.obolibrary.org/obo/UBERON_0001153
MTBLS560	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS560	untargeted metabolomics	
MTBLS561	targeted metabolites	
MTBLS561	thiouracil	http://purl.obolibrary.org/obo/CHEBI_348530
MTBLS561	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS561	Cattle	http://purl.bioontology.org/ontology/MESH/D002417
MTBLS561	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS562	aging	http://purl.obolibrary.org/obo/GO_0007568
MTBLS562	untargeted metabolites	
MTBLS562	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS562	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS562	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193
MTBLS562	lipid homeostasis	http://www.ebi.ac.uk/efo/EFO_0005880
MTBLS564	untargeted metabolites	
MTBLS564	Rheumatoid Arthritis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2884
MTBLS564	Synovial Fluid	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C33718
MTBLS564	Pathogenesis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18264
MTBLS564	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS564	Osteoarthritis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3293
MTBLS566	biosynthetic pathway elucidation	
MTBLS566	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS566	targeted metabolites	
MTBLS567	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS567	targeted metabolites	
MTBLS570	inflammation	http://purl.obolibrary.org/obo/MP_0001845
MTBLS570	untargeted metabolites	
MTBLS570	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS570	non-targeted object	http://neurolog.unice.fr/ontoneurolog/v3.0/ontoneurolog-extension-of-dolce.owl#non-targeted-object
MTBLS571	Grazer cues	
MTBLS571	Calanus finmarchicus	http://purl.bioontology.org/ontology/NCBITAXON/6837
MTBLS571	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS571	untargeted metabolites	
MTBLS571	marine algal bloom	http://purl.obolibrary.org/obo/ENVO_01000057
MTBLS572	untargeted metabolomics	
MTBLS572	Systems Biology	http://purl.bioontology.org/ontology/MESH/D049490
MTBLS572	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS572	xcms	http://www.ebi.ac.uk/efo/swo/SWO_0000729
MTBLS573	Adelphocoris suturalis	http://purl.bioontology.org/ontology/NCBITAXON/323751
MTBLS573	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS573	untargeted metabolites	
MTBLS573	Tryptophan metabolism	http://purl.obolibrary.org/obo/IEV_0001462
MTBLS573	alpha-Linolenic Acid Metabolism Pathway	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91418
MTBLS573	plant defence	
MTBLS574	chemical fingerprinting	http://purl.bioontology.org/ontology/CSP/0631-8138
MTBLS574	untargeted metabolites	
MTBLS574	Chemical ecology	http://localhost/plosthes.2017-1#2411
MTBLS574	Botany	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16362
MTBLS574	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS575	Sesamia nonagrioides	http://purl.bioontology.org/ontology/NCBITAXON/236805
MTBLS575	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS575	response to biotic stimulus	http://purl.obolibrary.org/obo/GO_0009607
MTBLS575	untargeted metabolites	
MTBLS575	plant defence	
MTBLS576	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS576	untargeted metabolites	
MTBLS576	replicon independence	
MTBLS576	genome coadaptation	
MTBLS576	experimental transplantation	
MTBLS576	accessory genome	
MTBLS577	Cwh43	http://identifiers.org/ncbigene/231293
MTBLS577	Nutrition Roles	http://www.owl-ontologies.com/Ontology1361987617.owl#NutritionRoles
MTBLS577	ceramide	http://purl.obolibrary.org/obo/CHEBI_17761
MTBLS577	Low glucose	
MTBLS577	Nitrogen starvation	
MTBLS577	untargeted metabolites	
MTBLS577	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS577	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS578	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193
MTBLS578	Cwh43	http://identifiers.org/ncbigene/305307
MTBLS578	Nutrition Roles	http://www.owl-ontologies.com/Ontology1361987617.owl#NutritionRoles
MTBLS578	untargeted metabolites 	
MTBLS578	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS578	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS579	Biomarker	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16342
MTBLS579	typhoid fever	http://www.ebi.ac.uk/efo/EFO_0006789
MTBLS579	Typhoid carrier	http://purl.bioontology.org/ontology/MEDDRA/10045274
MTBLS579	Salmonella typhi	http://purl.bioontology.org/ontology/MESH/D012485
MTBLS579	Salmonella paratyphi A	http://purl.bioontology.org/ontology/MESH/D012482
MTBLS579	untargeted metabolites	
MTBLS579	two-dimensional chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0002004
MTBLS579	Multivariate Analysis	http://purl.bioontology.org/ontology/MESH/D015999
MTBLS579	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220
MTBLS581	Lamiaceae	http://purl.bioontology.org/ontology/MESH/D019686
MTBLS581	untargeted metabolites	
MTBLS581	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS581	Plant Growth Regulators	http://purl.bioontology.org/ontology/MESH/D010937
MTBLS581	gibberellin	http://purl.obolibrary.org/obo/CHEBI_24250
MTBLS581	N-benzyladenine	http://purl.obolibrary.org/obo/CHEBI_29022
MTBLS581	In Vitro Techniques	http://purl.bioontology.org/ontology/MESH/D066298
MTBLS581	Tissue Culture Techniques	http://purl.bioontology.org/ontology/MESH/D046509
MTBLS581	hydrophilic	http://purl.obolibrary.org/obo/PATO_0001887
MTBLS581	lipophilic	http://purl.bioontology.org/ontology/npo#NPO_114
MTBLS582	insulin resistance	http://www.ebi.ac.uk/efo/EFO_0002614
MTBLS582	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS582	Hepatic steatosis	http://purl.obolibrary.org/obo/HP_0001397
MTBLS582	regulation of lipid biosynthetic process	http://purl.obolibrary.org/obo/GO_0046890
MTBLS582	untargeted metabolites	
MTBLS582	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS582	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS591	Metabolomics Facility	http://bioontology.org/ontologies/BiomedicalResourceOntology.owl#Metabolomics_Facility
MTBLS591	Chronic Obstructive Pulmonary Disease	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3199
MTBLS591	Bronchoalveolar Lavage Fluid	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13195
MTBLS591	Sample Specific Databases	
MTBLS591	high-performance liquid chromatography-mass spectrometry	
MTBLS591	lipid	http://purl.obolibrary.org/obo/CHEBI_18059
MTBLS591	untargeted metabolites	
MTBLS597	matrix-assisted laser desorption ionization	http://purl.obolibrary.org/obo/MS_1000075
MTBLS597	brain	http://purl.obolibrary.org/obo/UBERON_0000955
MTBLS597	intestine	http://purl.obolibrary.org/obo/BTO_0000648
MTBLS597	imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000053
MTBLS597	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS597	targeted metabolites	
MTBLS597	untargeted metabolites	
MTBLS598	Frailty	http://doe-generated-ontology.com/OntoAD#C0424594
MTBLS598	Carnitine transporters	http://purl.obolibrary.org/obo/HINO_0019693
MTBLS598	tocotrienol	http://purl.obolibrary.org/obo/CHEBI_33235
MTBLS598	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS598	untargeted metabolites	
MTBLS598	targeted metabolites	
MTBLS602	Pesticide	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C737
MTBLS602	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400
MTBLS602	sexual dimorphism	http://www.ebi.ac.uk/efo/EFO_0005951
MTBLS602	constitutive androstane receptor	http://purl.bioontology.org/ontology/MESH/C409467
MTBLS602	untargeted metabolites	
MTBLS602	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS614	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS614	Intervention or Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25218
MTBLS614	untargeted metabolites	
MTBLS614	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS616	Direct Infusion Mass Spectrometry	
MTBLS616	Intervention or Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25218
MTBLS616	untargeted metabolites	
MTBLS616	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS618	Phytophthora infestans	http://purl.obolibrary.org/obo/NCBITaxon_4787
MTBLS618	Phytophthora infestans	http://purl.bioontology.org/ontology/MESH/D055750
MTBLS618	Multivariate Analysis	http://purl.bioontology.org/ontology/MESH/D015999
MTBLS618	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS618	untargeted metabolites	
MTBLS618	Host-Pathogen Interactions	http://purl.bioontology.org/ontology/MESH/D054884
MTBLS619	aquaculture process	http://purl.obolibrary.org/obo/ENVO_01000906
MTBLS619	diet	http://www.ebi.ac.uk/efo/EFO_0002755
MTBLS619	carbohydrate	http://purl.obolibrary.org/obo/CHEBI_16646
MTBLS619	Muscle Development	http://purl.bioontology.org/ontology/MESH/D024510
MTBLS619	untargeted metabolites	
MTBLS620	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400
MTBLS620	targeted metabolites	
MTBLS620	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS620	lipid	http://purl.obolibrary.org/obo/CHEBI_18059
MTBLS620	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS622	virus plant treatment	http://purl.obolibrary.org/obo/EO_0007210
MTBLS622	plant disease	http://purl.bioontology.org/ontology/CSP/2341-6246
MTBLS622	Barley yellow dwarf virus-PAV	http://purl.bioontology.org/ontology/NCBITAXON/12040
MTBLS622	carbon dioxide	http://purl.obolibrary.org/obo/CHEBI_16526
MTBLS622	untargeted metabolites	
MTBLS622	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS622	climate change	http://purl.obolibrary.org/obo/ENVO_01000629
MTBLS626	Metabolism	http://www.ifomis.org/acgt/1.0#Metabolism
MTBLS626	untargeted metabolites	
MTBLS626	Cancer-Associated Fibroblasts	http://purl.bioontology.org/ontology/MESH/D000072645
MTBLS626	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS626	MicroRNA	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25966
MTBLS626	cancer	http://www.ebi.ac.uk/efo/EFO_0000311
MTBLS626	Tracer	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2480
MTBLS629	fluorescence-activated cell sorting	http://purl.obolibrary.org/obo/CHMO_0001085
MTBLS629	untargeted metabolites	
MTBLS629	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS630	polymyxin	http://purl.obolibrary.org/obo/CHEBI_59062
MTBLS630	untargeted metabolites	
MTBLS630	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS630	genome-scale metabolic model	
MTBLS630	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS631	fluorescence-activated cell sorting	http://purl.obolibrary.org/obo/CHMO_0001085
MTBLS631	untargeted metabolites	
MTBLS631	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS631	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193
MTBLS633	fluorescence-activated cell sorting	http://purl.obolibrary.org/obo/CHMO_0001085
MTBLS633	capillary electrophoresis-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000702
MTBLS633	untargeted metabolites	
MTBLS634	fluorescence-activated cell sorting	http://purl.obolibrary.org/obo/CHMO_0001085
MTBLS634	untargeted metabolites	
MTBLS634	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS640	targeted metabolites 	
MTBLS640	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS640	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS640	Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508
MTBLS641	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS641	icosanoid	http://purl.obolibrary.org/obo/CHEBI_23899
MTBLS641	High-Resolution Multiple-Reaction Monitoring Mass Spectrometry	
MTBLS641	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS641	targeted metabolites	
MTBLS641	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS643	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193
MTBLS643	non-uniform sampling	http://nmrML.org/nmrCV#NMR:1000350
MTBLS643	untargeted metabolites	
MTBLS643	Food Quality	http://purl.bioontology.org/ontology/MESH/D063427
MTBLS643	beta-adrenergic agonist	http://purl.obolibrary.org/obo/CHEBI_35522
MTBLS643	ractopamine	http://purl.obolibrary.org/obo/CHEBI_82644
MTBLS643	two-dimensional 1H nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0002443
MTBLS643	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS648	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS648	drug	http://purl.obolibrary.org/obo/CHEBI_23888
MTBLS648	aging	http://purl.obolibrary.org/obo/GO_0007568
MTBLS648	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS648	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS654	kimchi	http://purl.jp/bio/11/meo/MEO_0000017
MTBLS654	jeotgal	http://purl.jp/bio/11/meo/MEO_0000271
MTBLS654	Fermentation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C157204
MTBLS654	targeted metabolites	
