studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		Tissue	http://purl.obolibrary.org/obo/NCIT_C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
MTBLS209	species	species design	http://www.ebi.ac.uk/efo/EFO_0001753	
		species	http://purl.obolibrary.org/obo/TAXRANK_0000006	
		Species	http://purl.obolibrary.org/obo/SIBO_0000477	
		species	http://purl.obolibrary.org/obo/NCBITaxon_species	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
MTBLS212	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/NCRO_0000123	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://purl.obolibrary.org/obo/AGRO_00000322	A process during which some material is applied to a subject
		treatment	http://purl.obolibrary.org/obo/MCO_0000866	A process in which the act is intended to modify or alter some other material entity,
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS212	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS213	D-glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	
		D-glucose	http://purl.obolibrary.org/obo/CHEBI_17634	A glucose with D-configuration.
MTBLS213	Label	Isotope	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47933	
		label	http://www.w3.org/2000/01/rdf-schema#label	
		label	http://purl.obolibrary.org/obo/IAO_0000009	A label is a symbol that is part of some other datum and is used to either partially define  the denotation of that datum or to provide a means for identifying the datum as a member of the set of data with the same label
		label	http://purl.obolibrary.org/obo/sep_00186	A label is an attribute which is an identifying or descriptive marker or token that is attached to an object.
		label	http://semanticscience.org/resource/SIO_000179	a label is a term that is associated with some entity
		label	http://purl.obolibrary.org/obo/CHEBI_35209	A role played by a part of a molecular entity distinguishable by the observer but not by the system and used to identify a tracer.
		Label	http://purl.obolibrary.org/obo/NCIT_C45561	A brief description given for purposes of identification; an identifying or descriptive marker that is attached to an object.
MTBLS214	Osmolarity	Osmotic Pressure	http://purl.bioontology.org/ontology/MESH/D009997	
		osmolarity	http://purl.obolibrary.org/obo/PATO_0001655	A concentration quality inhering in a bearer by virtue of the bearer's amount of osmoles of solute per liter of solution.
MTBLS214	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS215	Ionisation	ionization type	http://purl.obolibrary.org/obo/MS_1000008	
		ionisation	http://biomodels.net/SBO/SBO_0000209	Ionization is the physical process of converting an atom or molecule into an ion by changing the difference between the number of protons and electrons. 
MTBLS218	Time	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS218	Visit	Patient Visit	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39564	
		Visit	http://purl.obolibrary.org/obo/NCIT_C25716	The act of going to see some person or place or thing; it can cover a short or long period but refers to a non-permanent arrangement.
MTBLS219	AQP9	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506	
		AQP9	http://purl.obolibrary.org/obo/OGG_3000000366	
		AQP9	http://purl.obolibrary.org/obo/OMIT_0030309	
MTBLS219	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		sex	http://purl.obolibrary.org/obo/FBcv_0000332	Qualifier that relates the expression of a phenotype to the sex of the individual.
		Sex	http://purl.obolibrary.org/obo/OMIT_0013619	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		SEX	http://www.cropontology.org/rdf/CO_357:0000078	
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS225	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS225	Dose	Unit of Dose Calculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66973	
		dose	http://purl.obolibrary.org/obo/ExO_0000076	
		dose	http://purl.obolibrary.org/obo/OBI_0000984	A measurement datum that measures the quantity of something that may be administered to an organism or that an organism may be exposed to. Quantities of nutrients, drugs, vaccines and toxins are referred to as doses.
		dose	http://semanticscience.org/resource/SIO_001019	A dose is the quantity of a chemical substance administered to a biological system.
		dose	http://www.ebi.ac.uk/efo/EFO_0000428	The total quantity or strength of a substance administered at one time.
		Dose	http://purl.obolibrary.org/obo/NCIT_C25488	A quantity of an agent (such as substance or energy) administered, taken, or absorbed at one time.
		dose	http://purl.obolibrary.org/obo/VO_0000899	dose is a measurement data that measures the quantity of something that may be eaten by or administered to an organism, or that an organism may be exposed to. Quantities of nutrients, drugs, vaccines and toxins are referred to as doses.
MTBLS226	compound	Compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366	
		Compound	http://purl.obolibrary.org/obo/CDAO_0000055	
		Compound	http://purl.obolibrary.org/obo/NCIT_C43366	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
MTBLS227	Stage	disease stage	http://purl.obolibrary.org/obo/OBI_0000278	
		stage	http://www.geneontology.org/formats/oboInOwl#stage	
		Stage	http://purl.obolibrary.org/obo/NCIT_C48308	Any distinct time period in a sequence of events.
		Stage	http://purl.obolibrary.org/obo/NCIT_C16899	
MTBLS233	Dose	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		dose	http://purl.obolibrary.org/obo/ExO_0000076	
		dose	http://purl.obolibrary.org/obo/OBI_0000984	A measurement datum that measures the quantity of something that may be administered to an organism or that an organism may be exposed to. Quantities of nutrients, drugs, vaccines and toxins are referred to as doses.
		dose	http://semanticscience.org/resource/SIO_001019	A dose is the quantity of a chemical substance administered to a biological system.
		dose	http://www.ebi.ac.uk/efo/EFO_0000428	The total quantity or strength of a substance administered at one time.
		Dose	http://purl.obolibrary.org/obo/NCIT_C25488	A quantity of an agent (such as substance or energy) administered, taken, or absorbed at one time.
		dose	http://purl.obolibrary.org/obo/VO_0000899	dose is a measurement data that measures the quantity of something that may be eaten by or administered to an organism, or that an organism may be exposed to. Quantities of nutrients, drugs, vaccines and toxins are referred to as doses.
MTBLS234	replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS237	Diagnosis	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	The representation of a conclusion of a diagnostic process.
		diagnosis	http://semanticscience.org/resource/SIO_001331	A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.
		Diagnosis	http://purl.obolibrary.org/obo/OMIT_0005209	
		Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220	The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.
MTBLS237	age at diagnosis	age	http://www.ebi.ac.uk/efo/EFO_0000246	
		age at diagnosis	http://www.ebi.ac.uk/efo/EFO_0004918	
		Age at Diagnosis	http://purl.obolibrary.org/obo/NCIT_C156420	The age of an individual at the time of initial pathologic diagnosis.
MTBLS237	Smoker	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Smoker	http://purl.obolibrary.org/obo/NCIT_C68751	A person who inhales or has inhaled combustible products of organic material during their lifetime.
MTBLS237	Extension	Extension	http://purl.bioontology.org/ontology/LNC/LP34039-5	
		extension	http://purl.obolibrary.org/obo/UBERON_2000106	The posterior elongated region of the yolk cell that forms during the segmentation period. Kimmel et al, 1995.
		extension	http://purl.obolibrary.org/obo/ZFA_0000106	The posterior elongated region of the yolk cell that forms during the segmentation period.
MTBLS243	Control	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	
		Control	http://purl.obolibrary.org/obo/NCIT_C61299	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
		control	http://www.ebi.ac.uk/efo/EFO_0001461	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
		control	http://biomodels.net/SBO/SBO_0000168	Synonym: regulation 
MTBLS244	tracer	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
