Study Submission Date,MTBLS ID,Study Type,Species,Study Publication Date,Status,Submitter Name,WND,Assigned to,Isatab completeness,Metabolites Added,Additional files,Paper,PMID/DOI,Data in repository,Last Updated Date,Google Drive folder Name,Validation,Author feedback,COSMOS / PhenoMeNal partner study?,Blue?,Light Purple 3?,Current Status,Additional Notes,Size (MB),Accumalated size,Month since Jan 2012,Average size of studies:,31545,1270
2017-07-13,MTBLS488,UPLC-LTQ-MS,Bos taurus,2018-01-23,Public,Beata Pomian,,Keeva,Done,Yes - Full,,Pubmed link,,,2018-01-23,,,,,,,,,"153,161.73","15,648,074",67,,,
,MTBLS489,,,,,,,,,,,,,,,,,,,,,,,,"15,648,074",,,,
,MTBLS490,HPLC-LTQ-MS,flower,,,,,,,,,,,,,,,,,,,,Duplicate of MTBLS528 - DELETE,,"15,648,074",,,,
2017-07-19,MTBLS491,LC-LTQ-MS,Leishmania mexicana,2017-09-01,Submitted,Julie Kovarova,PML,,,,,Pubmed link,29554142,,2017-07-19,,,,,,1,,,63.73,"15,648,138",67,,,
2017-07-20,MTBLS492,UPLC-QTOF-MS/MS;UPLC-LTQ-MS/MS,mixed community,2018-01-15,In Curation,Tami Swenson,,,,,,Pubmed link,29296020,,2018-05-17,,,,,,1,,,"25,043.01","15,673,181",67,,,
2017-07-24,MTBLS493,UPLC-QTOF-MS,Cricetulus griseus,2017-10-31,In Review,Hock Chuan Yeo,L,Mark,Done,No,,,,Full,2017-08-22,MTBLS493 - 20170726,Passes,In contact,,1,,,,"9,532.95","15,682,714",67,,,
2017-07-25,MTBLS494,UPLC-QTOF-MS,Platycodon grandiflorum,2017-08-01,Submitted,Jinping Liu,PML,Mark,,,,Pubmed link,28769024,,2017-07-25,,,,,,1,,,"2,626.51","15,685,340",67,,,
2017-07-30,MTBLS495,UPLC-QTOF-MS/MS,Mus musculus,2017-12-21,In Curation,jia tu,,Mark,,,,DOI,10.1007/s11306-017-1304-x,,2018-05-17,,,,,,1,,See also MTBLS562,180.04,"15,685,520",67,,,
2017-07-31,MTBLS496,UPLC-QTOF-MS,Campylobacter jejuni subsp. jejuni NCTC 11168,2017-08-28,In Curation,qin fu,ML,,,,,Pubmed link,29453015,,2018-05-17,,,,,,1,,,"4,393.56","15,689,914",68,,,
2017-08-01,MTBLS497,GC-TOF-MS,Sorbent blank;Pseudomonas aeruginosa;Klebsiella pneumoniae;Staphylococcus aureus;Nutrient broth;Escherichia coli;Artificial sputum medium,2018-08-01,Submitted,Oluwasola Lawal,PML,Mark,,,,Pubmed link,28947683,,2017-08-01,,,,,,1,,,"1,588.46","15,691,502",68,,,
2017-08-04,MTBLS498,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,691,502",68,,,
2017-08-04,MTBLS499,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,691,502",68,,,
2017-08-04,MTBLS500,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,"3,553.11","15,695,055",68,,,
2017-08-04,MTBLS501,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,175.80,"15,695,231",68,,,
2017-08-04,MTBLS502,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,"1,120.76","15,696,352",68,,,
2017-08-04,MTBLS503,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,"2,515.64","15,698,868",68,,,
2017-08-04,MTBLS504,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,993.68,"15,699,861",68,,,
2017-08-04,MTBLS505,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,861",68,,,
2017-08-04,MTBLS506,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,861",68,,,
2017-08-04,MTBLS507,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,861",68,,,
2017-08-04,MTBLS508,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,861",68,,,
2017-08-04,MTBLS509,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,861",68,,,
2017-08-04,MTBLS510,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,861",68,,,
2017-08-04,MTBLS511,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,862",68,,,
2017-08-04,MTBLS512,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,862",68,,,
2017-08-04,MTBLS513,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,862",68,,,
2017-08-04,MTBLS514,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,862",68,,,
2017-08-04,MTBLS515,,Homo sapiens,2017-12-31,Submitted,Metaspace Project,,,,,,,,,2017-08-04,,,,,,,,,0.02,"15,699,862",68,,,
2017-08-08,MTBLS516,NMR,Rattus rattus,2018-01-31,In Curation,Vijesh Bhute,,,,,,,,,2018-04-25,,,,,,1,,,192.67,"15,700,054",68,,,
2017-08-25,MTBLS517,HPLC-LTQ-MS,Macaca mulatta;Plasmodium cynomolgi,2017-12-01,Public,Jessica Kissinger,,Keeva,,,,,,,2017-10-23,,,,,,,,,"653,897.07","16,353,951",68,,,
2017-08-08,MTBLS518,HPLC-LTQ-MS,Homo sapiens;Macaca mulatta;Plasmodium cynomolgi,2017-09-25,Public,Jessica Kissinger,,Keeva,,,,,,,2017-09-26,,,,,,,,,"709,282.99","17,063,234",68,,,
2017-08-08,MTBLS519,GC-Q-MS,Kalanchoe fedtschenkoi,2018-01-09,Public,Nancy Engle,,Xuefei,Done,Yes - Full,,Pubmed link,,Full,2018-01-09,MTBLS519 - 20180109,Passes,In contact,,1,,,,202.29,"17,063,437",68,,,
2017-08-09,MTBLS520,UPLC-QTOF-MS,Rhytidiadelphus squarrosus;Marchantia polymorpha s. l.;Calliergonella cuspidata;Calliergonella cuspidata;Fissidens taxifolius;Polytrichum strictum;Brachythecium rutabulum;Grimmia pulvinata;Plagiomnium undulatum,2018-06-18,Public,Kristian Peters,L,,,,,,,,2018-06-18,,,,,,1,,,"20,455.18","17,083,892",68,,,
2017-08-11,MTBLS521,UPLC-QTOF-MS,Gossypium hirsutum,2018-08-10,Submitted,Hui Lu,RL,,,,,,,,2017-08-11,,,,,,,,,0.07,"17,083,892",68,,,
2017-08-11,MTBLS522,GC-TQ-MS,Rattus norvegicus,2018-08-11,In Curation,Rossarin Tansawat,L,,,,,,,,2018-05-17,,,,,,1,,,"2,309.30","17,086,201",68,,,
2017-08-11,MTBLS523,HPLC-LTQ-MS,Heligmosomoides polygyrus,2017-10-11,In Curation,James MacRae,M,Reza,,,,Pubmed link,29024642,,2018-05-17,,,,,,1,,,"4,643.12","17,090,844",68,,,
2017-08-11,MTBLS524,NMR,Homo sapiens,2017-08-18,In Curation,Mohamed Nawfal Triba,MPL,Mark,,,,Pubmed link,28837579,,2018-05-17,,,,,,1,,,53.96,"17,090,898",68,,,
2017-08-13,MTBLS525,UPLC-QTOF-MS/MS,Burkholderia thailandensis;Chromobacterium violaceum;Pseudomonas syringae,2017-10-26,Public,John Chodkowski,L,Mark,Done,Yes - Full,,Pubmed link,29152587,Full,2017-10-26,MTBLS525 - 20170929,Passes,In contact,,1,,,,"22,260.31","17,113,159",68,,,
2017-08-14,MTBLS526,GC-Q-MS,Lemna paucicostata,2017-10-01,In Curation,Hyung-Kyoon Choi,,,,,,Pubmed link,29099862,,2018-05-17,,,,,,1,,,446.21,"17,113,605",68,,,
2017-08-17,MTBLS527,GC-TOF-MS;UPLC-QTOF-MS,Mus musculus,2017-10-26,In Curation,Eun Sung Jung,,,,,,Pubmed link,29117187,,2017-10-19,,,,,,1,,,"2,900.99","17,116,506",68,,,
2017-08-21,MTBLS528,HPLC-LTQ-MS,Arabidopsis thaliana,2018-04-03,Public,Takayuki Tohge,L,Mark,Done,Yes - Full,,Pubmed link,29611844,Full,2018-04-03,MTBLS528 - 20180328,Passes,In contact,,1,,,,"35,225.43","17,151,731",68,,,
2017-08-25,MTBLS529,HPLC-LTQ-MS,Lolium perenne,2018-08-20,Submitted,Arvind Subbaraj,,,,,,,,,2018-01-16,,,,,,,,,"721,170.38","17,872,902",68,,,
2017-08-28,MTBLS530,LC-TOF-MS,Mus musculus,2017-09-05,Public,Tal Nuriel,L,Mark,Done,Yes - Full,,Pubmed link,29133888,Full,2017-10-09,MTBLS530 - 20170831,Passes,In contact,,1,,,,997.51,"17,873,899",68,,,
2017-08-29,MTBLS531,HPLC-QTOF-MS/MS,Glycine max,2017-11-01,In Curation,Sun Tae Kim,PML,,,,,Pubmed link,29457974,,2018-05-17,,,,,,1,,,"1,316.68","17,875,216",68,,,
2017-09-01,MTBLS532,GC-Q-MS,Eisenia fetida,2018-09-01,Submitted,Joseph Gillis,LD,,,,,,,,2017-09-01,,,,,,,,,"4,192.36","17,879,408",69,,,
2017-09-05,MTBLS533,LC-LTQ-MS,Homo sapiens,2017-11-01,Submitted,Fabao Liu,PR - Metabolon,,,,,Pubmed link,29058718,,2017-10-25,,,,,,,,,2.30,"17,879,410",69,,,
2017-09-07,MTBLS534,Insufficient data supplied,,2018-09-07,Submitted,xiaoshi wei,,,,,,,,,2017-09-07,,,,,,,,,45.59,"17,879,456",69,,,
2017-09-09,MTBLS535,GC-Q-MS;HPLC-QTOF-MS,Mycoplasma bovis;Mycoplasma gallisepticum,2017-10-10,Public,Yumiko Masukagami,L,Mark,Done,Yes - No data,,Pubmed link,29034329,Full,2017-10-10,MTBLS535 - 20171010,Passes,In contact,,1,,,,410.43,"17,879,866",69,,,
2017-09-11,MTBLS536,HPLC-LTQ-MS,Homo sapiens;Macaca mulatta;Plasmodium coatneyi,2017-10-02,Public,Jessica Kissinger,,Keeva,,,,,,,2018-03-07,,,,,,,,,"23,133.43","17,903,000",69,,,
2017-09-12,MTBLS537,GC-TOF-MS,Gallus gallus,2018-09-12,Submitted,Takumi Ogawa,PL,,,,,,,,2017-09-12,,,,,,,,,299.16,"17,903,299",69,,,
2017-09-13,MTBLS538,GC-Q-MS,Acropora aspera;Symbiodinium sp. ex Acropora aspera,2017-09-20,In Curation,Katie Hillyer,PLM,,,,,DOI,10.1007/s11306-017-1306-8,,2018-05-17,,,,,,1,,,"1,886.75","17,905,186",69,,,
2017-09-13,MTBLS539,UPLC-QTOF-MS/MS;NMR,C57BL/6J,2018-03-12,Submitted,Jueun Lee,PL,Mark,,,,Pubmed link,29051579,,2017-09-13,,,,,,1,,,"3,196.10","17,908,382",69,,,
2017-09-13,MTBLS540,NMR,Homo sapiens,2017-12-01,In Curation,Andrea Rodriguez,MP,Reza,,,,Pubmed link,28937204,,2017-11-15,,,,,,1,,,"10,388.38","17,918,770",69,,,
2017-09-23,MTBLS541,NMR,Homo sapiens,2018-01-01,Submitted,Marie Margaret Phelan,LD,Mark,Done,Yes - Full,,,,Full,2018-06-15,MTBLS541 - 20180615_LEG,Passes,In contact,,1,,,,70.70,"17,918,841",69,,,
2017-09-26,MTBLS542,HPLC-LTQ-MS,Homo sapiens;Macaca mulatta;Plasmodium coatneyi,2017-12-11,Public,Jessica Kissinger,,Keeva,,,,,,,2018-03-07,,,,,,,,,"380,434.20","18,299,275",69,,,
2017-09-29,MTBLS543,NMR,Equus caballus,2018-10-01,In Review,Marie Margaret Phelan,L,Mark,Done,Yes - Full,,,,Full,2018-06-13,MTBLS543 - 20180612_LEG,,In contact,,1,,,,16.51,"18,299,292",69,,,
2017-09-29,MTBLS544,LC-QTOF-MS,Leucanthemum vulgare;Knautia arvensis;Centaurea jacea;Plantago lanceolata,2019-05-11,Submitted,"Christian Ristok, Steffen Neumann",,,,,,,,,2018-05-23,,,,,,,,,11.23,"18,299,303",69,,,
2017-10-03,MTBLS545,GC-TOF-MS,Mus musculus,2017-11-23,Public,Xiaojiao Zheng,L,Mark,Done,Yes - Full,,Pubmed link,29241453,Full,2017-11-23,MTBLS545 - 20171120_LEG,Passes,In contact,,1,,,,363.47,"18,299,666",70,,,
2017-10-03,MTBLS546,GC-TOF-MS,Mus musculus,2017-11-23,Public,Xiaojiao Zheng,L,Mark,Done,Yes - Full,,Pubmed link,29241453,Full,2017-11-23,MTBLS546 - 20171120_LEG,Passes,In contact,,1,,,,343.97,"18,300,010",70,,,
2017-10-04,MTBLS547,UPLC-TQ-MS,Mus musculus,2017-11-23,Public,Xiaojiao Zheng,L,Mark,Done,Yes - Full,,Pubmed link,29241453,Full,2017-11-23,MTBLS547 - 20171120_LEG,Passes,In contact,,1,,,,37.48,"18,300,048",70,,,
2017-10-04,MTBLS548,UPLC-QTOF-MS,Mus musculus,2017-11-23,Public,Xiaojiao Zheng,L,Mark,Done,Yes - Full,,Pubmed link,29241453,Full,2017-11-23,MTBLS548 - 20171120_LEG,Passes,In contact,,1,,,,"1,083.05","18,301,131",70,,,
2017-10-04,MTBLS549,HPLC-LTQ-MS/MS,,2017-12-22,In Curation,Takayuki Teruya,L,,,,,,,,2018-01-09,,,,,,1,,,"9,666.75","18,310,798",70,,,
2017-10-06,MTBLS550,UPLC-QTOF-MS,Brassica oleracea,2018-10-05,In Curation,Maria Tortosa,PML,Mark,,,,Pubmed link,29315593,,2018-05-18,,,,,,1,,,937.11,"18,311,735",70,,,
,MTBLS551,,,,,,,,,,,,,,,,,,,,,,,,"18,311,735",,,,
2017-10-07,MTBLS552,GC-Q-MS;LC-LTQ-MS/MS,Homo sapiens,2018-10-07,In Curation,TUSHAR MORE,PML,Mark,,,,Pubmed link,29416801,,2018-05-18,,,,,,1,,,"6,262.35","18,317,997",70,,,
2017-10-07,MTBLS553,UPLC-QTOF-MS/MS,Glycine max;Brassica napus;reference compound;Arabidopsis thaliana;Streptomyces viridochromogenes;Triticum aestivum;Brassica juncea,2017-12-05,Public,Bastien Christ,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-12-05,MTBLS553 - 20171130,Passes,In contact,,1,,,,"33,681.81","18,351,679",70,,,
2017-10-10,MTBLS554,UPLC-LTQ-MS,Bos taurus,2018-02-22,Public,Beata Pomian,L,Mark,Done,Yes - No data,,Pubmed link,29649241,Full,2018-02-22,MTBLS554 - 20180216,Passes,In contact,,1,,,,"16,307.44","18,367,986",70,,,
2017-10-13,MTBLS555,HPLC-QTOF-MS,Arabidopsis thaliana,2018-01-13,In Review,Richard Jacoby,,Keeva,Done,Yes - Partial,,Pubmed link,29457542,Full,2017-12-18,MTBLS555 - 20171023,Passes,In contact,,,,,No metabolites identified but submitter has added the list of m/z features to the MAF file,710.30,"18,368,697",70,,,
,MTBLS556,,,,,,,,,,,,,,,,,,,,,,,,"18,368,697",,,,
2017-10-18,MTBLS557,GC-TQ-MS,Brassica oleracea,2018-10-15,Submitted,Steffen Neumann,,,,,,DOI,,,2017-10-22,,,,,,,,,1.16,"18,368,698",70,,,
2017-10-19,MTBLS558,HPLC-LTQ-MS/MS,Homo sapiens,2018-11-30,In Review,Stephanie Herman,,Keeva,Done,Yes - Full,,No,,Full,2017-12-18,MTBLS558 - 20171218,Passes,Awaiting,,,,,,"199,227.02","18,567,925",70,,,
2017-10-19,MTBLS559,UPLC-QTOF-MS,Nicotiana tabacum,2017-11-15,In Curation,Fidele Tugizimana,ML,Reza,,,,Pubmed link,29187153,,2018-05-18,,,,,,1,,,"9,064.04","18,576,989",70,,,
2017-10-24,MTBLS560,NMR,Gallus gallus,2018-05-02,Public,Stephane Beauclercq,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2018-05-02,MTBLS560 - 20180501,Passes,In contact,,1,,,,138.59,"18,577,127",70,,,
2017-10-24,MTBLS561,UPLC-LTQ-MS/MS,Bos taurus,2018-02-22,Public,Beata Pomian,L,Mark,Done,Yes - No data,,Pubmed link,29649241,Full,2018-02-22,MTBLS561 - 20180216,Passes,In contact,,1,,,,"16,495.25","18,593,623",70,,,
2017-10-27,MTBLS562,LC-TOF-MS/MS,Mus musculus,2017-12-21,In Curation,jia tu,,,,,,,,,2018-05-21,,,,,,1,,See also MTBLS495,"8,843.31","18,602,466",70,,,
2017-10-27,MTBLS563,NMR,Homo sapiens,2018-10-27,Submitted,Marie Margaret Phelan,TDL,Mark,Done,Yes - Full,,,,,2018-06-18,MTBLS563 - 20180521,Passes,In contact,,1,,,,2.02,"18,602,468",70,,,
2017-11-01,MTBLS564,NMR,Homo sapiens,2018-01-31,Submitted,Marie Margaret Phelan,LR,Mark,Done,Yes - Full,,,,,2018-06-15,MTBLS564 - 20180613_LEG,Passes,In contact,,1,,,,0.66,"18,602,469",71,,,
,MTBLS565,,,,,,,,,,,,,,,,,,,,,,,,"18,602,469",,,,
2017-11-02,MTBLS566,UPLC-LTQ-MS,Rhodiola rosea,2018-01-25,Public,Tomas Pluskal,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2018-01-25,MTBLS566 - 20180125,Passes,In contact,,,,,,34.10,"18,602,503",71,,,
2017-11-06,MTBLS567,LC-LTQ-MS/MS,Prochlorococcus,2018-11-01,In Curation,Krista Longnecker,L,Mark,,,,,,,2018-05-21,,,,,,1,,,302.24,"18,602,805",71,,,
,MTBLS568,,,2018-11-09,Submitted,Qun Liu,,,,,,,,,2017-11-09,,,,,,,,,5.11,"18,602,810",,,,
,MTBLS569,,,,,,,,,,,,,,,,,,,,,,,,"18,602,810",,,,
2017-11-14,MTBLS570,HPLC-LTQ-MS,Mus musculus;reference compound;solvent,2018-03-13,Public,Kevin Rattigan,,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-03-15,MTBLS570 - 20180315,Passes,In contact,,1,,,,"9,043.00","18,611,853",71,,,
2017-11-14,MTBLS571,HPLC-QTOF-MS/MS,Skeletonema marinoi,2018-03-01,In Curation,GÃ¶ran Nylund,LPM,Mark,,,,Pubmed link,29599523,,2018-01-09,,,,,,1,,,"4,709.03","18,616,562",71,,,
2017-11-14,MTBLS572,HPLC-QTOF-MS/MS,Escherichia coli,2018-03-08,Public,Tao Huan,,Mark,Done,Yes - No data,,Pubmed link,,Full,2018-03-08,MTBLS572 - 20180308,Passes,In contact,,1,,,,"6,036.12","18,622,598",71,,,
2017-11-17,MTBLS573,UPLC-QTOF-MS,Gossypium hirsutum,2018-11-16,Submitted,Hui Lu,LPM,,,,,,,,2017-11-17,,,,,,,,,"25,322.04","18,647,920",71,,,
2017-11-21,MTBLS574,UPLC-QTOF-MS,Inga umbellifera;Inga alba;Inga microcoma;Inga marginata;Inga laurina;Inga leiocalycina;Inga cf brachystacys;Inga obidensis;Inga pezizifera;Inga auristellae;Inga chartacea;Inga alata;Inga acreana;Inga coruscans,2018-01-22,Public,Thomas Kursar,,Mark,Done,No,,Pubmed link,,Full,2018-02-15,MTBLS574 - 20180119,Passes,In contact,,1,,,,"13,143.78","18,661,064",71,,,
2017-11-21,MTBLS575,UPLC-QTOF-MS/MS,Zea mays subsp. mays,2018-05-16,Public,Victor Rodriguez,,Mark,Done,Yes - No data,,Pubmed link,,Full,2018-05-16,MTBLS575 - 20180514,Passes,In contact,,1,,,,38.51,"18,661,103",71,,,
2017-11-21,MTBLS576,NMR,Sinorhizobium meliloti,2018-11-01,In Curation,veronica ghini,LP,Mark,,,,DOI,10.1101/296483,,2018-03-07,,,,,,1,,,45.14,"18,661,148",71,,,
2017-11-22,MTBLS577,HPLC-LTQ-MS/MS,Schizosaccharomyces pombe,2017-11-29,Submitted,Takayuki Teruya,PLTD,,,,,,,,2017-11-22,,,,,,,,,"1,038.54","18,662,186",71,,,
2017-11-22,MTBLS578,HPLC-LTQ-MS/MS,Schizosaccharomyces pombe,2017-11-29,Submitted,Takayuki Teruya,PLTD,,,,,,,,2017-11-22,,,,,,,,,"1,289.57","18,663,476",71,,,
2017-11-27,MTBLS579,GCxGC-TOF-MS,Homo sapiens,2018-01-17,Public,Elin Näsström,,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-01-29,MTBLS579 - 20180116,Passes,In contact,,1,,,,"66,832.26","18,730,308",71,,,
2017-11-27,MTBLS580,GC-Q-MS,Mus musculus,2017-12-05,In Curation,Jian Ji,L,,,,,Pubmed link,29491435,,2018-05-21,,,,,,,,,"1,725.32","18,732,033",71,,,
2017-11-30,MTBLS581,UPLC-QTOF-MS,Cunila menthoides,2018-05-24,Public,Joana Paula Oliveira,L,Mark,Done,Yes - Partial,,,,Full,2018-05-24,MTBLS581 - 20180206,Passes,In contact,,1,,,,"6,294.55","18,738,328",71,,,
2017-12-04,MTBLS582,UPLC-LTQ-MS/MS,Homo sapiens,2018-04-26,Public,Zon Weng Lai,M,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-04-26,MTBLS582 - 20180424,Passes,In contact,,1,,,Massive list of lipids in the MAF files (~800). Assign in the future.,"2,715.09","18,741,043",72,,,
2017-12-08,MTBLS583,GC-TOF-MS,Arachis hypogaea,2018-12-08,In Curation,Feng Cui,PML,Mark,,,,Pubmed link,29520289,,2018-05-21,,,,,,1,,,591.22,"18,741,634",72,,,
2017-12-09,MTBLS584,Insufficient data supplied,,2017-12-16,Submitted,Shengming Sun,,,,,,,,,2017-12-09,,,,,,,,,0.01,"18,741,634",72,,,
2017-12-13,MTBLS585,GC-Q-MS,Macrobrachium nipponense,2017-12-20,In Curation,Shengming Sun,PML,,,,,Pubmed link,29686619,,2018-05-21,,,,,,1,,,"2,347.06","18,743,981",72,,,
2017-12-13,MTBLS586,UPLC-QTOF-MS,Mus musculus,2018-01-20,Submitted,Xiaoqing Chen,PML,,,,,,,,2017-12-13,,,,,,,,,"38,354.71","18,782,336",72,,,
2017-12-15,MTBLS587,3D MALDI imaging MS,Mus musculus,2018-01-21,In Curation,Pere Rafols Soler,PML,,,,,Pubmed link,29729739,,2018-05-21,,,,,,1,,,167.77,"18,782,504",72,,,
2017-12-15,MTBLS588,3D MALDI imaging MS,Mus musculus,2018-01-21,Submitted,Pere Rafols Soler,,,,,,,,,2017-12-15,,,,,,,,,385.47,"18,782,889",72,,,
2017-12-15,MTBLS589,3D MALDI imaging MS,Mus musculus,2018-01-21,Submitted,Pere Rafols Soler,,,,,,,,,2017-12-15,,,,,,,,,343.85,"18,783,233",72,,,
2017-12-17,MTBLS590,Insufficient data supplied,,2017-12-31,Submitted,Hao Fang,,,,,,,,,2017-12-17,,,,,,,,,0.02,"18,783,233",72,,,
2017-12-26,MTBLS591,HPLC-QTOF-MS,Homo sapiens,2018-02-09,Public,Scott Walmsley,,Keeva,Done,Yes - Full,,Pubmed link,29664467,Full,2018-02-09,MTBLS591 - 20180126,Passes,In contact,,,,,,"12,147.78","18,795,381",72,,,
,MTBLS592,,,,,,,,,,,,,,,,,,,,,,,,"18,795,381",,,,
2017-12-27,MTBLS593,NMR,Mus musculus,2018-07-31,In Curation,Ludgero Tavares,PL,Mark,,,,DOI,10.3389/fimmu.2018.00701,,2018-05-21,,,,,,1,,,269.69,"18,795,651",72,,,
2018-01-04,MTBLS594,UPLC-QTOF-MS,Mus musculus,2018-03-01,Submitted,Anders NordstrÃÂ¶m,ML,,,,,,,,2018-01-04,,,,,,,,,"31,916.08","18,827,567",73,,,
2018-01-05,MTBLS595,UPLC-QTOF-MS,Garcinia mangostana,2018-02-02,Submitted,WAN AIZAT,RL,,,,,DOI,10.1016/j.dib.2018.02.033,,2018-01-05,,,,,,,,,1.53,"18,827,568",73,,,
2018-01-09,MTBLS596,UPLC-LTQ-MS/MS,Mus musculus,2018-02-28,Submitted,Emilien Jamin,ML,Mark,,,,,,,2018-01-09,,,,,,,,For NMR assays see MTBLS602,"1,260.98","18,828,829",73,,,
2018-01-10,MTBLS597,3D MALDI imaging MS,Rattus norvegicus,2018-05-21,Public,Shane Ellis,L,Keeva,Done,Yes - Full,,No,,Full,2018-06-15,MTBLS597 - 20180111,Passes,In contact,,,,,Author will update MAF protocol & result again once publication is complete/finalised,"60,512.62","18,889,342",73,,,
2018-01-16,MTBLS598,UPLC-LTQ-MS,Homo sapiens,2018-10-31,In Review,Nicholas Rattray,L,Keeva,Done,Yes - Full,,No,,Full,2018-04-01,MTBLS598 - 20180129,Passes,In contact,,,,,,"42,543.81","18,931,886",73,,,
2018-01-18,MTBLS599,UPLC-TOF-MS,Drosophila melanogaster;Drosophila simulans,2018-01-25,Submitted,Xiaotao Shen,ML,Keeva,,,,DOI,10.1101/305201,,2018-01-18,,,,,,1,,,"8,778.17","18,940,664",73,,,
2018-01-18,MTBLS600,,Drosophila melanogaster;Drosophila simulans,2018-01-25,Submitted,"User Cochrane, Mark Williams",,,,,,,,,2018-01-18,,,,,,,,,0.04,"18,940,664",73,,,
2018-01-18,MTBLS601,UPLC-TOF-MS,Mus musculus,2018-02-05,In Curation,Xiaotao Shen,ML,Keeva,,,,DOI,10.1101/305201,,2018-01-30,,,,,,1,,,"2,834.89","18,943,499",73,,,
2018-01-19,MTBLS602,NMR,Mus musculus,2018-05-01,Public,Sandrine Ellero-Simatos,L,Mark,Done,Yes - No data,,,,Full,2018-05-01,MTBLS602 - 20180426,Passes,In contact,,1,,,For LC-MS assays see MTBLS596,503.30,"18,944,002",73,,,
2018-01-19,MTBLS603,Insufficient data supplied,,2018-01-26,Submitted,Katherine Zink,,,,,,,,,2018-01-19,,,,,,,,,"13,159.71","18,957,162",73,,,
2018-01-20,MTBLS604,Insufficient data supplied,,2018-05-05,Submitted,Shi-Jun Yue,,,,,,,,,2018-01-20,,,,,,,,,543.05,"18,957,705",73,,,
2018-01-20,MTBLS605,Insufficient data supplied,,2018-01-27,Submitted,Hanqing Pang,,,,,,,,,2018-01-20,,,,,,,,,"4,692.22","18,962,397",73,,,
2018-01-20,MTBLS606,UPLC-TOF-MS,Mus musculus,2018-02-06,In Curation,Xiaotao Shen,ML,Keeva,,,,DOI,10.1101/305201,,2018-01-30,,,,,,1,,,"2,971.41","18,965,368",73,,,
2018-01-21,MTBLS607,UPLC-TOF-MS,Drosophila melanogaster;Drosophila simulans,2018-01-28,Submitted,Xiaotao Shen,ML,Keeva,,,,DOI,10.1101/305201,,2018-01-21,,,,,,1,,,"4,232.02","18,969,600",73,,,
2018-01-22,MTBLS608,GC-Q-MS;LC-TQ-MS,Reference compound,2019-01-22,In Curation,Manuel Schlimpert,,,,,,Pubmed link,29497074,,2018-05-21,,,,,,1,,,"1,148.19","18,970,749",73,,,
2018-01-23,MTBLS609,Insufficient data supplied,,2018-02-01,Submitted,Jessica Cleary,,,,,,,,,2018-01-23,,,,,,,,,0.04,"18,970,749",73,,,
2018-01-23,MTBLS610,Insufficient data supplied,,2018-02-01,Submitted,Jessica Cleary,,,,,,,,,2018-01-23,,,,,,,,,0.04,"18,970,749",73,,,
2018-01-25,MTBLS611,NMR,Pristionchus pacificus,2018-02-01,Submitted,"Maro Kariya, Sreekanth Chalasani",PML,,,,,,,,2018-01-25,,,,,,,,,301.80,"18,971,051",73,,,
2018-01-27,MTBLS612,UPLC-QTOF-MS,Drosophila melanogaster,2018-02-03,In Curation,Xiaotao Shen,ML,Keeva,,,,DOI,10.1101/305201,,2018-01-28,,,,,,1,,,"4,546.20","18,975,597",73,,,
